Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2024-03-10,Juventus,Atalanta,2,2,D,0.0,1.0,A,,18,7,5,3,12,10,4,3,0,1,0,0,2324
2024-03-10,Fiorentina,Roma,2,2,D,1.0,0.0,H,,15,10,5,5,10,15,8,2,2,5,0,0,2324
2024-03-11,Lazio,Udinese,1,2,A,0.0,0.0,D,,18,14,6,5,9,15,9,5,3,6,0,1,2324
2024-03-15,Empoli,Bologna,0,1,A,0.0,0.0,D,,10,20,1,9,19,12,7,6,4,0,0,0,2324
2024-03-16,Monza,Cagliari,1,0,H,1.0,0.0,H,,15,10,3,0,11,9,3,7,2,1,0,0,2324
2024-03-16,Udinese,Torino,0,2,A,0.0,1.0,A,,12,12,1,5,11,17,3,4,3,2,0,0,2324
2024-03-16,Salernitana,Lecce,0,1,A,0.0,1.0,A,,15,17,6,4,9,18,7,1,4,3,0,0,2324
2024-03-16,Frosinone,Lazio,2,3,A,1.0,1.0,D,,14,22,5,7,10,15,9,4,1,3,0,0,2324
2024-03-17,Juventus,Genoa,0,0,D,0.0,0.0,D,,17,5,2,2,11,11,12,2,4,1,1,0,2324
2024-03-17,Verona,Milan,1,3,A,0.0,1.0,A,,15,18,4,6,9,8,3,5,1,3,0,0,2324
2024-03-17,Roma,Sassuolo,1,0,H,0.0,0.0,D,,10,8,4,2,11,10,4,7,2,1,0,0,2324
2024-03-17,Inter,Napoli,1,1,D,1.0,0.0,H,,19,11,6,3,19,6,5,7,2,1,0,0,2324
2024-03-30,Napoli,Atalanta,0,3,A,0.0,2.0,A,,20,12,6,6,6,13,7,5,2,2,0,0,2324
2024-03-30,Genoa,Frosinone,1,1,D,1.0,1.0,D,,9,15,3,3,16,11,3,8,2,1,0,0,2324
2024-03-30,Torino,Monza,1,0,H,0.0,0.0,D,,15,9,6,2,9,11,7,2,0,3,0,1,2324
2024-03-30,Lazio,Juventus,1,0,H,0.0,0.0,D,,16,9,4,3,12,10,7,2,1,2,0,0,2324
2024-03-30,Fiorentina,Milan,1,2,A,0.0,0.0,D,,17,14,7,10,8,12,7,5,2,3,0,0,2324
2024-04-01,Bologna,Salernitana,3,0,H,2.0,0.0,H,,14,8,3,2,11,12,5,3,0,3,0,0,2324
2024-04-01,Cagliari,Verona,1,1,D,0.0,1.0,A,,11,8,2,5,11,16,7,2,0,2,0,0,2324
2024-04-01,Sassuolo,Udinese,1,1,D,1.0,1.0,D,,14,12,5,3,7,10,10,1,1,2,0,0,2324
2024-04-01,Lecce,Roma,0,0,D,0.0,0.0,D,,27,10,6,3,9,12,8,4,3,2,0,0,2324
2024-04-01,Inter,Empoli,2,0,H,1.0,0.0,H,,19,14,7,3,14,16,8,6,0,2,0,0,2324
2024-04-05,Salernitana,Sassuolo,2,2,D,0.0,2.0,A,,5,16,2,5,10,13,4,9,4,3,0,0,2324
2024-04-06,Milan,Lecce,3,0,H,2.0,0.0,H,,16,12,8,7,8,8,5,1,1,1,0,1,2324
2024-04-06,Roma,Lazio,1,0,H,1.0,0.0,H,,15,11,3,1,14,15,3,6,6,3,0,0,2324
2024-04-06,Empoli,Torino,3,2,H,1.0,0.0,H,,4,19,3,5,13,13,1,7,2,1,0,0,2324
2024-04-07,Frosinone,Bologna,0,0,D,0.0,0.0,D,,12,13,5,5,10,14,5,2,1,3,0,0,2324
2024-04-07,Monza,Napoli,2,4,A,1.0,0.0,H,,7,19,2,8,10,8,1,6,3,1,0,0,2324
2024-04-07,Cagliari,Atalanta,2,1,H,1.0,1.0,D,,11,7,3,2,16,19,4,4,3,3,0,0,2324
2024-04-07,Verona,Genoa,1,2,A,1.0,1.0,D,,12,11,3,5,14,15,5,3,3,1,0,0,2324
2024-04-07,Juventus,Fiorentina,1,0,H,1.0,0.0,H,,7,13,2,2,16,8,5,6,2,1,0,0,2324
2024-04-08,Udinese,Inter,1,2,A,1.0,0.0,H,,3,23,1,6,11,11,0,8,1,2,0,0,2324
2024-04-12,Lazio,Salernitana,4,1,H,3.0,1.0,H,,17,8,6,5,15,10,9,0,0,1,0,0,2324
2024-04-13,Lecce,Empoli,1,0,H,0.0,0.0,D,,14,3,7,0,18,15,10,3,1,0,0,0,2324
2024-04-13,Torino,Juventus,0,0,D,0.0,0.0,D,,13,8,2,3,18,11,6,2,3,2,1,0,2324
2024-04-13,Bologna,Monza,0,0,D,0.0,0.0,D,,17,4,7,0,13,19,10,0,4,4,0,0,2324
2024-04-14,Napoli,Frosinone,2,2,D,1.0,0.0,H,,20,13,9,6,11,14,6,2,3,1,1,0,2324
2024-04-14,Sassuolo,Milan,3,3,D,2.0,1.0,H,,10,23,5,7,12,9,2,6,3,1,0,0,2324
2024-04-14,Inter,Cagliari,2,2,D,1.0,0.0,H,,12,11,7,6,5,10,7,0,0,2,0,0,2324
2024-04-15,Fiorentina,Genoa,1,1,D,0.0,1.0,A,,20,7,3,3,8,19,6,2,1,2,0,0,2324
2024-04-15,Atalanta,Verona,2,2,D,2.0,0.0,H,,16,13,9,5,6,10,5,4,0,2,0,0,2324
2024-04-19,Genoa,Lazio,0,1,A,0.0,0.0,D,,8,13,2,1,7,13,2,9,1,2,0,0,2324
2024-04-19,Cagliari,Juventus,2,2,D,2.0,0.0,H,,9,11,4,3,16,15,4,3,2,3,0,0,2324
2024-04-20,Empoli,Napoli,1,0,H,1.0,0.0,H,,7,9,1,1,14,12,2,8,2,2,0,0,2324
2024-04-20,Verona,Udinese,1,0,H,0.0,0.0,D,,16,18,4,1,18,12,10,6,2,2,0,0,2324
2024-04-21,Sassuolo,Lecce,0,3,A,0.0,2.0,A,,10,14,3,8,10,13,9,4,1,0,0,0,2324
2024-04-21,Torino,Frosinone,0,0,D,0.0,0.0,D,,13,12,2,3,10,17,6,4,2,2,0,0,2324
2024-04-21,Salernitana,Fiorentina,0,2,A,0.0,0.0,D,,5,12,1,7,13,11,2,5,2,4,0,0,2324
2024-04-21,Monza,Atalanta,1,2,A,0.0,1.0,A,,17,12,2,6,8,13,2,8,3,2,0,0,2324
2024-04-22,Roma,Bologna,1,3,A,0.0,2.0,A,,14,11,5,3,8,12,8,2,5,2,0,0,2324
2024-04-22,Milan,Inter,1,2,A,0.0,1.0,A,,15,11,6,3,19,10,5,3,3,2,2,1,2324
2024-04-25,Udinese,Roma,1,2,A,1.0,0.0,H,,9,19,3,5,15,10,5,8,3,2,0,0,2324
2024-04-26,Frosinone,Salernitana,3,0,H,2.0,0.0,H,,11,17,4,2,13,10,7,3,2,2,0,0,2324
2024-04-27,Lecce,Monza,1,1,D,0.0,0.0,D,,12,9,4,1,13,18,0,5,2,3,0,0,2324
2024-04-27,Juventus,Milan,0,0,D,0.0,0.0,D,,18,9,7,0,10,4,9,4,0,1,0,0,2324
2024-04-27,Lazio,Verona,1,0,H,0.0,0.0,D,,17,7,5,1,13,18,4,2,4,4,0,0,2324
2024-04-28,Inter,Torino,2,0,H,0.0,0.0,D,,17,11,5,3,6,8,5,4,0,0,0,1,2324
2024-04-28,Bologna,Udinese,1,1,D,0.0,1.0,A,,15,11,4,4,11,21,10,3,3,7,1,0,2324
2024-04-28,Atalanta,Empoli,2,0,H,1.0,0.0,H,,17,11,5,2,19,14,8,1,1,2,0,0,2324
2024-04-28,Napoli,Roma,2,2,D,0.0,0.0,D,,27,10,9,4,11,5,9,2,2,0,0,0,2324
2024-04-28,Fiorentina,Sassuolo,5,1,H,1.0,0.0,H,,22,7,10,2,9,9,10,2,2,2,0,0,2324
2024-04-29,Genoa,Cagliari,3,0,H,2.0,0.0,H,,12,12,5,1,12,14,2,4,0,2,0,0,2324
2024-05-03,Torino,Bologna,0,0,D,0.0,0.0,D,,8,5,1,1,14,11,2,4,2,2,0,0,2324
2024-05-04,Monza,Lazio,2,2,D,0.0,1.0,A,,17,9,7,5,8,13,5,4,1,7,0,0,2324
2024-05-04,Sassuolo,Inter,1,0,H,1.0,0.0,H,,6,14,2,1,10,10,2,5,1,1,0,0,2324
2024-05-05,Cagliari,Lecce,1,1,D,1.0,0.0,H,,9,16,3,3,9,15,3,10,4,4,1,0,2324
2024-05-05,Empoli,Frosinone,0,0,D,0.0,0.0,D,,7,17,1,5,15,11,3,8,2,3,0,0,2324
2024-05-05,Verona,Fiorentina,2,1,H,1.0,1.0,D,,9,13,4,4,12,11,1,2,2,1,0,0,2324
2024-05-05,Milan,Genoa,3,3,D,1.0,1.0,D,,26,6,7,2,8,10,7,1,1,1,0,0,2324
2024-05-05,Roma,Juventus,1,1,D,1.0,1.0,D,,19,16,5,6,7,11,9,6,1,2,0,0,2324
2024-05-06,Salernitana,Atalanta,1,2,A,1.0,0.0,H,,9,17,2,4,12,10,1,7,1,0,0,0,2324
2024-05-06,Udinese,Napoli,1,1,D,0.0,0.0,D,,10,12,2,4,13,10,7,5,0,0,0,0,2324
2024-05-10,Frosinone,Inter,0,5,A,0.0,1.0,A,,17,14,8,5,4,8,8,4,0,0,0,0,2324
2024-05-11,Napoli,Bologna,0,2,A,0.0,2.0,A,,16,11,6,4,15,12,9,3,2,1,0,0,2324
2024-05-11,Milan,Cagliari,5,1,H,1.0,0.0,H,,17,13,10,7,11,9,6,3,2,1,0,0,2324
2024-05-12,Lazio,Empoli,2,0,H,1.0,0.0,H,,11,16,5,3,18,15,7,7,3,1,0,0,2324
2024-05-12,Genoa,Sassuolo,2,1,H,0.0,1.0,A,,8,12,2,4,13,10,3,7,1,2,0,0,2324
2024-05-12,Verona,Torino,1,2,A,0.0,0.0,D,,13,6,5,2,19,15,7,4,3,2,1,0,2324
2024-05-12,Juventus,Salernitana,1,1,D,0.0,1.0,A,,25,13,6,4,15,12,9,4,2,5,0,0,2324
2024-05-12,Atalanta,Roma,2,1,H,2.0,0.0,H,,24,9,7,6,11,11,6,1,1,1,0,0,2324
2024-05-13,Lecce,Udinese,0,2,A,0.0,1.0,A,,9,16,2,3,12,11,8,2,2,1,0,0,2324
2024-05-13,Fiorentina,Monza,2,1,H,1.0,1.0,D,,15,5,8,2,9,14,6,1,1,1,0,0,2324
2024-05-17,Fiorentina,Napoli,2,2,D,2.0,1.0,H,,14,15,5,3,16,14,5,3,1,2,0,0,2324
2024-05-18,Lecce,Atalanta,0,2,A,0.0,0.0,D,,11,19,3,9,7,20,2,5,0,4,0,0,2324
2024-05-18,Torino,Milan,3,1,H,2.0,0.0,H,,11,16,5,4,15,14,3,8,1,1,0,0,2324
2024-05-19,Sassuolo,Cagliari,0,2,A,0.0,0.0,D,,7,13,0,3,14,9,5,6,4,2,1,0,2324
2024-05-19,Monza,Frosinone,0,1,A,0.0,1.0,A,,14,16,2,5,14,13,3,4,1,2,0,0,2324
2024-05-19,Udinese,Empoli,1,1,D,0.0,0.0,D,,8,4,2,1,14,18,5,5,1,7,0,1,2324
2024-05-19,Inter,Lazio,1,1,D,0.0,1.0,A,,19,8,7,3,10,15,8,0,0,1,0,0,2324
2024-05-19,Roma,Genoa,1,0,H,0.0,0.0,D,,21,11,6,4,10,10,6,3,3,0,1,0,2324
2024-05-20,Salernitana,Verona,1,2,A,0.0,2.0,A,,9,17,1,5,14,19,4,6,3,2,0,0,2324
2024-05-20,Bologna,Juventus,3,3,D,2.0,0.0,H,,10,11,5,4,8,21,3,2,1,5,0,0,2324
2024-05-23,Cagliari,Fiorentina,2,3,A,0.0,1.0,A,,14,11,6,5,13,14,4,5,2,4,0,0,2324
2024-05-24,Genoa,Bologna,2,0,H,1.0,0.0,H,,14,11,3,1,11,11,3,6,1,2,0,0,2324
2024-05-25,Juventus,Monza,2,0,H,2.0,0.0,H,,12,12,4,4,15,13,3,4,1,3,0,1,2324
2024-05-25,Milan,Salernitana,3,3,D,2.0,0.0,H,,23,14,11,6,6,9,13,3,0,1,0,0,2324
2024-05-26,Atalanta,Torino,3,0,H,2.0,0.0,H,,18,8,7,1,18,10,2,5,1,1,0,0,2324
2024-05-26,Napoli,Lecce,0,0,D,0.0,0.0,D,,24,10,5,0,10,17,4,1,0,0,0,0,2324
2024-05-26,Empoli,Roma,2,1,H,1.0,1.0,D,,17,15,7,3,18,12,4,5,4,1,0,0,2324
2024-05-26,Frosinone,Udinese,0,1,A,0.0,0.0,D,,21,10,5,5,6,13,11,1,0,2,0,0,2324
2024-05-26,Lazio,Sassuolo,1,1,D,0.0,0.0,D,,8,8,6,3,15,11,5,3,3,1,0,0,2324
2024-05-26,Verona,Inter,2,2,D,2.0,2.0,D,,18,15,8,11,17,8,9,3,1,1,0,0,2324
2024-06-02,Atalanta,Fiorentina,2,3,A,2.0,3.0,A,,12,8,3,4,5,9,4,4,0,2,0,0,2324
2024-08-17,Genoa,Inter,2,2,D,1.0,1.0,D,,10,14,6,9,15,14,1,4,1,2,0,0,2425
2024-08-17,Parma,Fiorentina,1,1,D,1.0,0.0,H,,13,14,5,7,15,9,4,9,3,2,0,1,2425
2024-08-17,Empoli,Monza,0,0,D,0.0,0.0,D,,9,4,1,1,16,19,7,3,0,2,0,0,2425
2024-08-17,Milan,Torino,2,2,D,0.0,1.0,A,,20,6,6,3,10,7,9,2,2,4,0,0,2425
2024-08-18,Bologna,Udinese,1,1,D,0.0,0.0,D,,22,4,7,2,15,13,7,5,0,4,0,0,2425
2024-08-18,Verona,Napoli,3,0,H,0.0,0.0,D,,8,15,5,5,15,13,1,5,4,1,0,0,2425
2024-08-18,Cagliari,Roma,0,0,D,0.0,0.0,D,,12,13,2,3,15,7,5,3,2,0,0,0,2425
2024-08-18,Lazio,Venezia,3,1,H,2.0,1.0,H,,13,11,6,3,14,11,6,3,1,2,0,0,2425
2024-08-19,Lecce,Atalanta,0,4,A,0.0,2.0,A,,19,10,5,6,10,24,5,3,0,2,0,0,2425
2024-08-19,Juventus,Como,3,0,H,2.0,0.0,H,,12,1,9,1,12,6,3,0,2,4,0,0,2425
2024-08-24,Parma,Milan,2,1,H,1.0,0.0,H,,8,17,5,5,9,13,3,9,0,3,0,0,2425
2024-08-24,Udinese,Lazio,2,1,H,1.0,0.0,H,,8,17,3,5,15,10,4,13,0,0,1,0,2425
2024-08-24,Inter,Lecce,2,0,H,1.0,0.0,H,,11,10,3,4,9,12,10,6,0,2,0,0,2425
2024-08-24,Monza,Genoa,0,1,A,0.0,1.0,A,,9,11,2,1,6,17,8,3,2,3,0,0,2425
2024-08-25,Fiorentina,Venezia,0,0,D,0.0,0.0,D,,12,7,8,4,13,19,7,3,1,2,0,0,2425
2024-08-25,Torino,Atalanta,2,1,H,1.0,1.0,D,,13,24,6,8,8,13,4,6,3,4,0,0,2425
2024-08-25,Napoli,Bologna,3,0,H,1.0,0.0,H,,16,9,5,2,11,17,7,5,2,2,0,0,2425
2024-08-25,Roma,Empoli,1,2,A,0.0,1.0,A,,17,10,6,3,10,9,8,5,0,3,0,0,2425
2024-08-26,Cagliari,Como,1,1,D,1.0,0.0,H,,11,13,5,4,12,10,5,6,2,2,0,0,2425
2024-08-26,Verona,Juventus,0,3,A,0.0,2.0,A,,7,7,1,5,8,8,4,1,2,0,0,0,2425
2024-08-30,Venezia,Torino,0,1,A,0.0,0.0,D,,13,12,4,6,7,15,3,3,2,4,0,0,2425
2024-08-30,Inter,Atalanta,4,0,H,2.0,0.0,H,,13,11,5,1,6,15,3,4,0,2,0,0,2425
2024-08-31,Bologna,Empoli,1,1,D,1.0,1.0,D,,14,4,3,2,15,18,6,3,0,3,0,0,2425
2024-08-31,Lecce,Cagliari,1,0,H,1.0,0.0,H,,17,21,4,2,10,13,7,10,1,3,1,0,2425
2024-08-31,Lazio,Milan,2,2,D,0.0,1.0,A,,7,10,5,4,12,9,5,7,4,2,0,0,2425
2024-08-31,Napoli,Parma,2,1,H,0.0,1.0,A,,29,13,7,2,12,6,6,4,2,4,0,1,2425
2024-09-01,Fiorentina,Monza,2,2,D,1.0,2.0,A,,15,4,5,3,11,21,6,0,2,4,0,0,2425
2024-09-01,Genoa,Verona,0,2,A,0.0,0.0,D,,11,10,1,3,8,16,3,1,2,6,0,0,2425
2024-09-01,Juventus,Roma,0,0,D,0.0,0.0,D,,8,7,1,1,11,12,6,4,2,2,0,0,2425
2024-09-01,Udinese,Como,1,0,H,1.0,0.0,H,,10,21,3,4,16,9,4,6,3,0,0,0,2425
2024-09-14,Como,Bologna,2,2,D,1.0,0.0,H,,14,14,4,4,17,12,4,3,2,1,0,0,2425
2024-09-14,Empoli,Juventus,0,0,D,0.0,0.0,D,,8,15,3,3,11,10,4,8,1,2,0,0,2425
2024-09-14,Milan,Venezia,4,0,H,4.0,0.0,H,,12,6,8,1,12,12,6,1,1,3,0,1,2425
2024-09-15,Genoa,Roma,1,1,D,0.0,1.0,A,,20,16,8,6,9,12,4,5,1,3,0,0,2425
2024-09-15,Atalanta,Fiorentina,3,2,H,3.0,2.0,H,,13,13,7,5,16,15,4,2,2,3,0,0,2425
2024-09-15,Torino,Lecce,0,0,D,0.0,0.0,D,,5,20,0,6,13,13,2,7,1,3,0,0,2425
2024-09-15,Cagliari,Napoli,0,4,A,0.0,1.0,A,,16,12,3,5,22,11,7,4,1,2,0,0,2425
2024-09-15,Monza,Inter,1,1,D,0.0,0.0,D,,5,16,2,2,11,19,1,8,1,2,0,0,2425
2024-09-16,Parma,Udinese,2,3,A,2.0,0.0,H,,9,18,3,6,8,18,5,6,2,3,1,0,2425
2024-09-16,Lazio,Verona,2,1,H,2.0,1.0,H,,14,7,7,2,13,10,9,6,2,2,0,0,2425
2024-09-20,Cagliari,Empoli,0,2,A,0.0,1.0,A,,21,9,2,4,15,21,10,4,1,2,0,0,2425
2024-09-20,Verona,Torino,2,3,A,1.0,2.0,A,,8,16,2,3,10,8,5,6,3,1,1,0,2425
2024-09-21,Venezia,Genoa,2,0,H,0.0,0.0,D,,12,9,4,0,9,12,3,4,2,3,0,0,2425
2024-09-21,Juventus,Napoli,0,0,D,0.0,0.0,D,,9,8,1,1,10,13,4,3,1,0,0,0,2425
2024-09-21,Lecce,Parma,2,2,D,1.0,0.0,H,,14,24,3,10,12,11,2,12,4,0,1,1,2425
2024-09-22,Fiorentina,Lazio,2,1,H,0.0,1.0,A,,14,20,5,6,11,15,3,10,3,4,0,0,2425
2024-09-22,Monza,Bologna,1,2,A,1.0,1.0,D,,6,15,3,8,20,16,2,2,3,2,0,0,2425
2024-09-22,Roma,Udinese,3,0,H,1.0,0.0,H,,14,9,6,3,15,11,2,1,2,2,0,0,2425
2024-09-22,Inter,Milan,1,2,A,1.0,1.0,D,,13,16,4,8,13,4,6,2,4,1,0,0,2425
2024-09-24,Atalanta,Como,2,3,A,1.0,0.0,H,,8,14,5,7,12,17,6,2,1,3,0,0,2425
2024-09-27,Milan,Lecce,3,0,H,3.0,0.0,H,,15,16,6,7,5,8,4,7,1,1,1,0,2425
2024-09-28,Udinese,Inter,2,3,A,1.0,2.0,A,,10,16,3,7,13,6,7,3,1,0,0,0,2425
2024-09-28,Genoa,Juventus,0,3,A,0.0,0.0,D,,7,12,2,3,8,14,5,3,2,1,0,0,2425
2024-09-28,Bologna,Atalanta,1,1,D,0.0,0.0,D,,5,23,1,5,16,12,2,9,3,3,1,0,2425
2024-09-29,Torino,Lazio,2,3,A,0.0,1.0,A,,12,13,7,7,10,13,3,1,2,3,0,0,2425
2024-09-29,Como,Verona,3,2,H,1.0,0.0,H,,24,6,11,3,10,19,9,1,2,5,0,1,2425
2024-09-29,Roma,Venezia,2,1,H,0.0,1.0,A,,22,18,5,7,8,13,6,3,1,2,0,0,2425
2024-09-29,Empoli,Fiorentina,0,0,D,0.0,0.0,D,,8,13,1,0,15,12,2,4,0,1,0,0,2425
2024-09-29,Napoli,Monza,2,0,H,2.0,0.0,H,,11,5,2,1,16,8,1,3,1,2,0,0,2425
2024-09-30,Parma,Cagliari,2,3,A,0.0,1.0,A,,18,11,4,4,10,16,5,3,3,2,0,0,2425
2024-10-04,Napoli,Como,3,1,H,1.0,1.0,D,,9,11,6,2,7,10,4,1,1,1,0,0,2425
2024-10-04,Verona,Venezia,2,1,H,1.0,1.0,D,,13,11,4,2,10,7,13,6,3,0,0,0,2425
2024-10-05,Udinese,Lecce,1,0,H,0.0,0.0,D,,13,9,4,3,12,16,5,0,2,2,0,0,2425
2024-10-05,Atalanta,Genoa,5,1,H,1.0,0.0,H,,23,7,8,2,9,15,4,2,0,0,0,0,2425
2024-10-05,Inter,Torino,3,2,H,2.0,1.0,H,,29,7,8,5,6,9,14,0,1,2,0,1,2425
2024-10-06,Juventus,Cagliari,1,1,D,1.0,0.0,H,,21,9,9,2,13,10,8,3,5,2,1,0,2425
2024-10-06,Bologna,Parma,0,0,D,0.0,0.0,D,,19,13,3,2,15,16,13,6,1,0,0,1,2425
2024-10-06,Lazio,Empoli,2,1,H,1.0,1.0,D,,16,7,6,2,10,17,5,3,2,4,0,0,2425
2024-10-06,Monza,Roma,1,1,D,0.0,0.0,D,,3,15,3,4,16,13,1,3,3,1,0,0,2425
2024-10-06,Fiorentina,Milan,2,1,H,1.0,0.0,H,,12,16,3,8,11,21,0,7,2,3,0,1,2425
2024-10-19,Como,Parma,1,1,D,1.0,1.0,D,,11,9,3,3,14,10,7,4,1,2,0,0,2425
2024-10-19,Genoa,Bologna,2,2,D,0.0,1.0,A,,10,12,4,7,20,12,1,7,2,0,0,0,2425
2024-10-19,Milan,Udinese,1,0,H,1.0,0.0,H,,10,13,5,1,3,14,8,4,2,3,1,0,2425
2024-10-19,Juventus,Lazio,1,0,H,0.0,0.0,D,,16,2,3,1,16,9,7,1,4,2,0,1,2425
2024-10-20,Empoli,Napoli,0,1,A,0.0,0.0,D,,11,9,4,1,14,13,7,7,2,2,0,0,2425
2024-10-20,Lecce,Fiorentina,0,6,A,0.0,3.0,A,,5,19,2,11,8,14,1,3,0,5,1,0,2425
2024-10-20,Venezia,Atalanta,0,2,A,0.0,1.0,A,,12,16,4,7,12,6,2,5,1,1,0,0,2425
2024-10-20,Cagliari,Torino,3,2,H,1.0,1.0,D,,18,17,5,5,9,8,9,12,1,3,0,0,2425
2024-10-20,Roma,Inter,0,1,A,0.0,0.0,D,,14,11,3,6,12,13,3,3,2,3,0,0,2425
2024-10-21,Verona,Monza,0,3,A,0.0,1.0,A,,16,10,4,4,8,13,9,6,3,2,0,0,2425
2024-10-25,Udinese,Cagliari,2,0,H,1.0,0.0,H,,13,3,4,0,13,9,2,4,2,3,0,1,2425
2024-10-25,Torino,Como,1,0,H,0.0,0.0,D,,8,20,2,6,13,12,1,3,3,3,0,0,2425
2024-10-26,Napoli,Lecce,1,0,H,0.0,0.0,D,,24,11,8,2,13,7,16,5,3,2,0,0,2425
2024-10-26,Atalanta,Verona,6,1,H,5.0,1.0,H,,19,4,10,2,3,15,4,2,0,1,0,0,2425
2024-10-27,Parma,Empoli,1,1,D,0.0,1.0,A,,17,6,4,2,12,17,9,3,4,5,0,0,2425
2024-10-27,Lazio,Genoa,3,0,H,1.0,0.0,H,,18,6,4,2,12,6,7,4,3,1,0,0,2425
2024-10-27,Monza,Venezia,2,2,D,2.0,2.0,D,,13,6,2,2,17,16,4,3,4,2,1,0,2425
2024-10-27,Inter,Juventus,4,4,D,3.0,2.0,H,,18,10,9,5,11,16,13,5,2,1,0,0,2425
2024-10-27,Fiorentina,Roma,5,1,H,3.0,1.0,H,,21,14,10,5,13,11,6,2,2,5,0,1,2425
2024-10-29,Cagliari,Bologna,0,2,A,0.0,1.0,A,,14,11,2,4,17,18,7,2,2,2,0,0,2425
2024-10-29,Lecce,Verona,1,0,H,0.0,0.0,D,,14,7,6,1,14,21,3,4,1,3,0,2,2425
2024-10-29,Milan,Napoli,0,2,A,0.0,2.0,A,,13,9,5,4,14,6,5,1,0,1,0,0,2425
2024-10-30,Empoli,Inter,0,3,A,0.0,0.0,D,,6,15,1,5,12,13,1,4,1,1,1,0,2425
2024-10-30,Venezia,Udinese,3,2,H,1.0,2.0,A,,18,15,7,5,9,13,2,6,3,4,0,1,2425
2024-10-30,Atalanta,Monza,2,0,H,0.0,0.0,D,,16,4,6,3,14,11,5,1,2,3,0,0,2425
2024-10-30,Juventus,Parma,2,2,D,1.0,2.0,A,,24,13,6,5,7,5,10,6,2,0,0,0,2425
2024-10-31,Genoa,Fiorentina,0,1,A,0.0,0.0,D,,14,12,4,4,13,10,4,4,4,2,0,0,2425
2024-10-31,Como,Lazio,1,5,A,0.0,2.0,A,,14,14,2,7,14,18,3,5,2,5,1,1,2425
2024-10-31,Roma,Torino,1,0,H,1.0,0.0,H,,10,4,3,2,11,15,3,5,2,2,0,0,2425
2024-11-02,Bologna,Lecce,1,0,H,0.0,0.0,D,,20,6,4,0,9,14,9,1,2,2,0,0,2425
2024-11-02,Udinese,Juventus,0,2,A,0.0,2.0,A,,11,11,2,5,12,14,10,3,2,2,0,0,2425
2024-11-02,Monza,Milan,0,1,A,0.0,1.0,A,,12,18,2,7,18,15,3,5,2,1,0,0,2425
2024-11-03,Napoli,Atalanta,0,3,A,0.0,2.0,A,,13,12,3,3,10,8,4,3,1,3,0,0,2425
2024-11-03,Torino,Fiorentina,0,1,A,0.0,1.0,A,,9,8,1,3,16,12,1,3,2,1,0,0,2425
2024-11-03,Verona,Roma,3,2,H,2.0,1.0,H,,7,14,3,3,16,11,2,2,2,2,1,0,2425
2024-11-03,Inter,Venezia,1,0,H,0.0,0.0,D,,20,7,8,2,14,15,9,3,2,1,0,0,2425
2024-11-04,Empoli,Como,1,0,H,0.0,0.0,D,,9,12,4,2,17,9,3,6,1,0,0,0,2425
2024-11-04,Parma,Genoa,0,1,A,0.0,0.0,D,,13,15,0,7,5,18,3,7,2,5,0,0,2425
2024-11-04,Lazio,Cagliari,2,1,H,1.0,1.0,D,,20,6,5,1,12,17,2,3,3,8,0,2,2425
2024-11-07,Genoa,Como,1,1,D,0.0,1.0,A,,8,18,4,8,17,15,8,5,4,3,0,0,2425
2024-11-08,Lecce,Empoli,1,1,D,0.0,1.0,A,,18,11,3,6,7,24,4,3,0,3,0,0,2425
2024-11-09,Venezia,Parma,1,2,A,1.0,1.0,D,,12,10,6,3,9,10,6,6,1,2,0,0,2425
2024-11-09,Cagliari,Milan,3,3,D,1.0,2.0,A,,16,13,7,6,7,11,6,3,0,2,0,0,2425
2024-11-09,Juventus,Torino,2,0,H,1.0,0.0,H,,13,6,4,1,7,14,5,5,1,3,0,0,2425
2024-11-10,Atalanta,Udinese,2,1,H,0.0,1.0,A,,11,11,4,6,10,12,4,5,1,1,0,0,2425
2024-11-10,Fiorentina,Verona,3,1,H,1.0,1.0,D,,11,8,6,2,1,19,8,3,1,2,0,0,2425
2024-11-10,Roma,Bologna,2,3,A,0.0,1.0,A,,15,15,5,4,16,21,4,3,2,3,0,0,2425
2024-11-10,Monza,Lazio,0,1,A,0.0,1.0,A,,12,14,2,6,13,10,6,6,5,1,0,0,2425
2024-11-10,Inter,Napoli,1,1,D,1.0,1.0,D,,13,5,4,2,15,12,4,2,2,0,0,0,2425
2024-11-23,Verona,Inter,0,5,A,0.0,5.0,A,,9,12,2,7,14,5,4,2,2,1,0,0,2425
2024-11-23,Milan,Juventus,0,0,D,0.0,0.0,D,,6,7,1,2,9,12,2,4,3,2,0,0,2425
2024-11-23,Parma,Atalanta,1,3,A,0.0,2.0,A,,9,15,3,6,6,8,2,5,0,2,0,0,2425
2024-11-24,Genoa,Cagliari,2,2,D,1.0,1.0,D,,20,17,6,6,11,7,6,8,2,2,0,0,2425
2024-11-24,Como,Fiorentina,0,2,A,0.0,1.0,A,,10,8,4,4,11,15,3,4,2,1,1,0,2425
2024-11-24,Torino,Monza,1,1,D,0.0,0.0,D,,12,9,5,6,17,13,7,3,1,2,0,0,2425
